name,salary_from,salary_to,salary_currency,area_name,published_at
Механик,60000,,RUR,Дзержинск (Нижегородская область),2022-12-19T13:28:21+0300
Заместитель начальника отдела строительного контроля (трасса М-12),,,,Москва,2022-12-19T13:28:21+0300
Junior Project Manager,55000,75000,RUR,Москва,2022-12-19T13:28:14+0300
Арт-директор,150000,,RUR,Москва,2022-12-19T13:28:10+0300
HTML-верстальщик,40000,70000,RUR,Москва,2022-12-19T13:28:06+0300
Механик по ремонту тяжелой техники,110000,120000,RUR,Тюмень,2022-12-19T13:28:02+0300
Инженер-электронщик-программист,45000,45000,RUR,Краснодар,2022-12-19T13:28:02+0300
Senior .NET Full-Stack Developer,,,,Минск,2022-12-19T13:27:49+0300
Аналитик 1С,,,,Москва,2022-12-19T13:27:45+0300
E-Store Sales & Marketing Analyst,,,,Москва,2022-12-19T13:27:39+0300
Online Business Analyst,,,,Москва,2022-12-19T13:27:35+0300
Fullstack php разработчик (Laravel),120000,140000,RUR,Тбилиси,2022-12-19T13:27:28+0300
Системный администратор,45000,60000,RUR,Владимир,2022-12-19T13:27:27+0300
SCM Analyst (Senior Specialist),,,,Москва,2022-12-19T13:27:25+0300
Начальник отдела проектирования инженерных решений,,,,Москва,2022-12-19T13:27:24+0300
Product Support Engineer (audio-video),,,,Москва,2022-12-19T13:27:21+0300
Head of QA (нагрузочное тестирование),,,,Москва,2022-12-19T13:27:16+0300
Инженер по нагрузочному тестированию (Platform V),,,,Москва,2022-12-19T13:27:16+0300
Администратор тестовых сред (devOps),102900,,RUR,Москва,2022-12-19T13:27:16+0300
QA Lead (Platform V),230000,,RUR,Москва,2022-12-19T13:27:16+0300
Разработчик DevOps инструментов,,,,Москва,2022-12-19T13:27:16+0300
Game designer / Геймдизайнер (hyper casual),2500,4000,USD,Москва,2022-12-19T13:27:16+0300
Сервисный инженер,70000,100000,RUR,Набережные Челны,2022-12-19T13:27:16+0300
.NET developer,,,,Красноярск,2022-12-19T13:27:14+0300
"Оператор форматно-раскроечного, кромочного, присадочного станка",65000,85000,RUR,Москва,2022-12-19T13:27:13+0300
Маркетинговый аналитик (Pixonic),,,,Москва,2022-12-19T13:27:09+0300
"Аналитик по продажам, закупкам, товародвижению, маркетплейсам",70000,105000,RUR,Москва,2022-12-19T13:27:07+0300
Сервисный инженер по ремонту кофемашин,60000,,RUR,Санкт-Петербург,2022-12-19T13:27:04+0300
Frontend React Developer (remote),,,,Турция,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Венгрия,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Сербия,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Астана,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Румыния,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Баку,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Тбилиси,2022-12-19T13:27:01+0300
Frontend React Developer (remote),,,,Черногория,2022-12-19T13:27:01+0300
Frontend VUE Senior,200000,300000,RUR,Санкт-Петербург,2022-12-19T13:26:59+0300
"Специалист поддержки пользователей (Pixonic, испанский язык)",,,,Москва,2022-12-19T13:26:58+0300
Ведущий специалист отдела АСУП,,,,Челябинск,2022-12-19T13:26:54+0300
Инженер техник (кассовое оборудование),35000,45000,RUR,Тюмень,2022-12-19T13:26:50+0300
Flutter разработчик,,150000,RUR,Воронеж,2022-12-19T13:26:48+0300
Инженер по подбору оборудования (шкафы АСУ ТП) начинающий,45000,50000,RUR,Казань,2022-12-19T13:26:48+0300
Backend developer,,,,Симферополь,2022-12-19T13:26:44+0300
DevOps инженер Naumen Platform,,,,Казань,2022-12-19T13:26:40+0300
Специалист 1С / инженер технической поддержки,100000,,RUR,Москва,2022-12-19T13:26:39+0300
Инженер техник (кассовое оборудование),40000,50000,RUR,Екатеринбург,2022-12-19T13:26:38+0300
Lead Java,,500000,RUR,Москва,2022-12-19T13:26:36+0300
Фрезеровщик,50000,,RUR,Челябинск,2022-12-19T13:26:32+0300
Data-аналитик (BI-analyst),,,,Санкт-Петербург,2022-12-19T13:26:24+0300
Ведущий системный администратор,,,,Москва,2022-12-19T13:26:21+0300
Инженер по КИПиА,,,,Пермь,2022-12-19T13:26:14+0300
Слесарь KИПиA / радиомонтажник,50000,100000,RUR,Зеленоград,2022-12-19T13:26:00+0300
Программист 1С,,,,Минск,2022-12-19T13:25:58+0300
Дежурный системный администратор,,,,Москва,2022-12-19T13:25:43+0300
Оператор станков с ЧПУ (труборез),95000,120000,RUR,Москва,2022-12-19T13:25:39+0300
Инженер технической поддержки,,,,Москва,2022-12-19T13:25:31+0300
Сервис-инженер (производство радиоэлектроники),45050,,RUR,Гусев,2022-12-19T13:25:27+0300
Старший менеджер по IT обслуживанию пользователей (обслуживание Аудио и Визуального оборудования),,,,Астана,2022-12-19T13:25:27+0300
Инженер испытательной лаборатории,,,,Алматы,2022-12-19T13:25:26+0300
Системный администратор (Долгопрудный),,,,Москва,2022-12-19T13:25:25+0300
Senior / TeamLead Media Buyer (Gambling),200000,,RUR,Москва,2022-12-19T13:25:20+0300
Монтажник ВОЛС (Оптика),60000,110000,RUR,Троицк (Московская область),2022-12-19T13:25:18+0300
Специалист по обслуживанию (объекты операторов сотовой связи),30000,60000,RUR,Омск,2022-12-19T13:25:17+0300
Backend (NodeJS) разработчик,,,,Екатеринбург,2022-12-19T13:25:17+0300
Инженер технической поддержки,35000,,RUR,Челябинск,2022-12-19T13:25:17+0300
Разработчик/Аналитик/Администратор 1С,150000,,RUR,Москва,2022-12-19T13:25:13+0300
Консультант 1С УНФ (удаленно),,,,Москва,2022-12-19T13:25:08+0300
Механик транспортного цеха,,,,Кашира,2022-12-19T13:25:06+0300
Database Developer,,,,Ростов-на-Дону,2022-12-19T13:25:05+0300
Оператор станка с ЧПУ на мебельное производство (Раскрой / Присадка),65000,,RUR,Владимир,2022-12-19T13:24:52+0300
Пресейл менеджер (сервера и СХД),,,,Москва,2022-12-19T13:24:51+0300
Java-разработчик,,,,Новосибирск,2022-12-19T13:24:49+0300
"Консультант/Методолог в области Бюджетирования, Бюджетного контроля",,,,Москва,2022-12-19T13:24:34+0300
"Специалист по разметке данных (Data Engineer, Perception)",,,,Москва,2022-12-19T13:24:31+0300
IT Operations Director,,,,Санкт-Петербург,2022-12-19T13:24:30+0300
Механик по выпуску автотранспорта,55000,65000,RUR,Ростов-на-Дону,2022-12-19T13:24:25+0300
Инженер технической поддержки (удаленно),,,,Москва,2022-12-19T13:24:23+0300
Редактор направления «Комиксы и настольные игры»,,,,Москва,2022-12-19T13:24:17+0300
Художественный редактор/дизайнер детской досуговой и учебной литературы,,,,Москва,2022-12-19T13:24:16+0300
Шеф-редактор по направлению (Подростковая и молодежная литература),100000,,RUR,Москва,2022-12-19T13:24:16+0300
Ведущий редактор в издательство,,,,Москва,2022-12-19T13:24:16+0300
Дизайнер,,,,Москва,2022-12-19T13:24:16+0300
Механик (автоцистерны),,,,Пермь,2022-12-19T13:24:13+0300
Наладчик КИПиА,,,,Ростов-на-Дону,2022-12-19T13:24:12+0300
Java-разработчик (Team Lead),,,,Москва,2022-12-19T13:24:04+0300
Java-разработчик Senior (удаленно),,,,Москва,2022-12-19T13:24:01+0300
Системный аналитик,100000,180000,RUR,Москва,2022-12-19T13:24:00+0300
Помощник системного администратора,,,,Москва,2022-12-19T13:23:40+0300
QA Automation Engineer,,,,Москва,2022-12-19T13:23:40+0300
Бухгалтер-консультант (Специалист линии консультации 1С),45000,75000,RUR,Краснодар,2022-12-19T13:23:40+0300
Технический писатель (разработка ПО)/Разработчик junior,120000,,RUR,Москва,2022-12-19T13:23:38+0300
Ассистент системного администратора,,,,Москва,2022-12-19T13:23:38+0300
Механик по выпуску автотранспорта,55000,65000,RUR,Батайск,2022-12-19T13:23:37+0300
Fullstack php разработчик (Laravel),120000,140000,RUR,Москва,2022-12-19T13:23:33+0300
Android Developer,,,,Петрозаводск,2022-12-19T13:23:33+0300
Системный аналитик,,,,Ташкент,2022-12-19T13:23:31+0300
Разработчик PL/SQL,,,,Москва,2022-12-19T13:23:29+0300
Оператор ЧПУ,70000,85000,RUR,Воронеж,2022-12-19T13:23:27+0300
